"chemin","class","classe_CLOC","classe_LOC","classe_DC"
"org/jfree/chart/plot/CombinedRangeXYPlot.java","org.jfree.chart.plot.CombinedRangeXYPlot","272.0","387.0","0.7"
"org/jfree/data/jdbc/JDBCCategoryDataset.java","org.jfree.data.jdbc.JDBCCategoryDataset","153.0","142.0","1.08"
"org/jfree/chart/panel/AbstractOverlay.java","org.jfree.chart.panel.AbstractOverlay","67.0","35.0","1.91"
"org/jfree/chart/axis/ExtendedCategoryAxis.java","org.jfree.chart.axis.ExtendedCategoryAxis","124.0","110.0","1.13"
"org/jfree/chart/HashUtils.java","org.jfree.chart.HashUtils","166.0","128.0","1.3"
"org/jfree/data/jdbc/JDBCXYDataset.java","org.jfree.data.jdbc.JDBCXYDataset","249.0","269.0","0.93"
"org/jfree/chart/renderer/WaferMapRenderer.java","org.jfree.chart.renderer.WaferMapRenderer","152.0","208.0","0.73"
"org/jfree/chart/util/ShadowGenerator.java","org.jfree.chart.util.ShadowGenerator","59.0","7.0","8.43"
"org/jfree/chart/axis/TickType.java","org.jfree.chart.axis.TickType","66.0","42.0","1.57"
"org/jfree/data/xy/XYItemKey.java","org.jfree.data.xy.XYItemKey","68.0","72.0","0.94"
"org/jfree/chart/title/LegendItemBlockContainer.java","org.jfree.chart.title.LegendItemBlockContainer","101.0","73.0","1.38"
"org/jfree/data/KeyedObjects2D.java","org.jfree.data.KeyedObjects2D","216.0","253.0","0.85"
"org/jfree/chart/date/package-info.java","org.jfree.chart.date.package-info","3.0","1.0","3.0"
"org/jfree/chart/util/XYCoordinateType.java","org.jfree.chart.util.XYCoordinateType","73.0","47.0","1.55"
"org/jfree/data/xy/IntervalXYZDataset.java","org.jfree.data.xy.IntervalXYZDataset","87.0","9.0","9.67"
"org/jfree/chart/ui/StrokeChooserPanel.java","org.jfree.chart.ui.StrokeChooserPanel","53.0","35.0","1.51"
"org/jfree/chart/util/AttrStringUtils.java","org.jfree.chart.util.AttrStringUtils","105.0","181.0","0.58"
"org/jfree/data/xy/IntervalXYDataset.java","org.jfree.data.xy.IntervalXYDataset","126.0","11.0","11.45"
"org/jfree/data/xy/YIntervalDataItem.java","org.jfree.data.xy.YIntervalDataItem","66.0","37.0","1.78"
"org/jfree/data/general/Series.java","org.jfree.data.general.Series","218.0","149.0","1.46"
"org/jfree/data/general/DatasetGroup.java","org.jfree.data.general.DatasetGroup","75.0","38.0","1.97"
"org/jfree/data/json/impl/JSONStreamAware.java","org.jfree.data.json.impl.JSONStreamAware","40.0","6.0","6.67"
"org/jfree/chart/block/BlockResult.java","org.jfree.chart.block.BlockResult","53.0","16.0","3.31"
"org/jfree/chart/ui/RectangleEdge.java","org.jfree.chart.ui.RectangleEdge","97.0","101.0","0.96"
"org/jfree/data/time/DynamicTimeSeriesCollection.java","org.jfree.data.time.DynamicTimeSeriesCollection","469.0","422.0","1.11"
"org/jfree/chart/date/SpreadsheetDate.java","org.jfree.chart.date.SpreadsheetDate","222.0","179.0","1.24"
"org/jfree/chart/renderer/category/DefaultCategoryItemRenderer.java","org.jfree.chart.renderer.category.DefaultCategoryItemRenderer","45.0","8.0","5.63"
"org/jfree/data/general/AbstractSeriesDataset.java","org.jfree.data.general.AbstractSeriesDataset","72.0","28.0","2.57"
"org/jfree/chart/urls/XYZURLGenerator.java","org.jfree.chart.urls.XYZURLGenerator","51.0","5.0","10.2"
"org/jfree/chart/panel/Overlay.java","org.jfree.chart.panel.Overlay","55.0","9.0","6.11"
"org/jfree/data/category/IntervalCategoryDataset.java","org.jfree.data.category.IntervalCategoryDataset","79.0","7.0","11.29"
"org/jfree/chart/ui/GradientPaintTransformType.java","org.jfree.chart.ui.GradientPaintTransformType","66.0","65.0","1.02"
"org/jfree/chart/title/TextTitle.java","org.jfree.chart.title.TextTitle","332.0","484.0","0.69"
"org/jfree/chart/ChartTheme.java","org.jfree.chart.ChartTheme","47.0","4.0","11.75"
"org/jfree/chart/axis/DateAxis.java","org.jfree.chart.axis.DateAxis","608.0","1072.0","0.57"
"org/jfree/data/xml/RootHandler.java","org.jfree.data.xml.RootHandler","75.0","40.0","1.88"
"org/jfree/chart/plot/CombinedRangeCategoryPlot.java","org.jfree.chart.plot.CombinedRangeCategoryPlot","203.0","315.0","0.64"
"org/jfree/chart/annotations/AbstractAnnotation.java","org.jfree.chart.annotations.AbstractAnnotation","130.0","69.0","1.88"
"org/jfree/chart/event/ChartChangeEvent.java","org.jfree.chart.event.ChartChangeEvent","81.0","33.0","2.45"
"org/jfree/data/time/Month.java","org.jfree.data.time.Month","252.0","244.0","1.03"
"org/jfree/data/time/TimeSeries.java","org.jfree.data.time.TimeSeries","589.0","659.0","0.89"
"org/jfree/chart/editor/DefaultLogAxisEditor.java","org.jfree.chart.editor.DefaultLogAxisEditor","70.0","82.0","0.85"
"org/jfree/chart/entity/PieSectionEntity.java","org.jfree.chart.entity.PieSectionEntity","130.0","89.0","1.46"
"org/jfree/data/time/TimeSeriesTableModel.java","org.jfree.data.time.TimeSeriesTableModel","113.0","131.0","0.86"
"org/jfree/chart/labels/ItemLabelPosition.java","org.jfree.chart.labels.ItemLabelPosition","94.0","69.0","1.36"
"org/jfree/data/general/KeyedValueDataset.java","org.jfree.data.general.KeyedValueDataset","39.0","4.0","9.75"
"org/jfree/data/KeyedValueComparator.java","org.jfree.data.KeyedValueComparator","67.0","88.0","0.76"
"org/jfree/chart/axis/MarkerAxisBand.java","org.jfree.chart.axis.MarkerAxisBand","98.0","148.0","0.66"
"org/jfree/data/Values2D.java","org.jfree.data.Values2D","58.0","6.0","9.67"
"org/jfree/chart/needle/LineNeedle.java","org.jfree.chart.needle.LineNeedle","69.0","42.0","1.64"
"org/jfree/data/xy/DefaultIntervalXYDataset.java","org.jfree.data.xy.DefaultIntervalXYDataset","328.0","204.0","1.61"
"org/jfree/chart/servlet/ServletUtilities.java","org.jfree.chart.servlet.ServletUtilities","216.0","178.0","1.21"
"org/jfree/chart/annotations/XYDataImageAnnotation.java","org.jfree.chart.annotations.XYDataImageAnnotation","176.0","160.0","1.1"
"org/jfree/data/time/ohlc/OHLC.java","org.jfree.data.time.ohlc.OHLC","83.0","63.0","1.32"
"org/jfree/chart/renderer/xy/XYShapeRenderer.java","org.jfree.chart.renderer.xy.XYShapeRenderer","292.0","278.0","1.05"
"org/jfree/data/statistics/Regression.java","org.jfree.data.statistics.Regression","105.0","223.0","0.47"
"org/jfree/chart/block/Block.java","org.jfree.chart.block.Block","88.0","14.0","6.29"
"org/jfree/chart/ChartFrame.java","org.jfree.chart.ChartFrame","58.0","25.0","2.32"
"org/jfree/chart/entity/StandardEntityCollection.java","org.jfree.chart.entity.StandardEntityCollection","104.0","81.0","1.28"
"org/jfree/data/general/HeatMapDataset.java","org.jfree.data.general.HeatMapDataset","122.0","13.0","9.38"
"org/jfree/data/xy/YWithXInterval.java","org.jfree.data.xy.YWithXInterval","75.0","44.0","1.7"
"org/jfree/chart/plot/dial/DialPlot.java","org.jfree.chart.plot.dial.DialPlot","372.0","381.0","0.98"
"org/jfree/chart/ChartMouseListener.java","org.jfree.chart.ChartMouseListener","52.0","6.0","8.67"
"org/jfree/chart/plot/PieLabelRecord.java","org.jfree.chart.plot.PieLabelRecord","145.0","122.0","1.19"
"org/jfree/chart/renderer/xy/StackedXYBarRenderer.java","org.jfree.chart.renderer.xy.StackedXYBarRenderer","150.0","236.0","0.64"
"org/jfree/data/xy/MatrixSeriesCollection.java","org.jfree.data.xy.MatrixSeriesCollection","166.0","115.0","1.44"
"org/jfree/data/xy/XYInterval.java","org.jfree.data.xy.XYInterval","85.0","63.0","1.35"
"org/jfree/chart/renderer/xy/StackedXYAreaRenderer.java","org.jfree.chart.renderer.xy.StackedXYAreaRenderer","274.0","340.0","0.81"
"org/jfree/data/category/DefaultCategoryDataset.java","org.jfree.data.category.DefaultCategoryDataset","263.0","153.0","1.72"
"org/jfree/data/statistics/BoxAndWhiskerCalculator.java","org.jfree.data.statistics.BoxAndWhiskerCalculator","87.0","114.0","0.76"
"org/jfree/chart/util/DirectionalGradientPaintTransformer.java","org.jfree.chart.util.DirectionalGradientPaintTransformer","79.0","50.0","1.58"
"org/jfree/chart/axis/LogTick.java","org.jfree.chart.axis.LogTick","58.0","15.0","3.87"
"org/jfree/chart/renderer/xy/XYSplineRenderer.java","org.jfree.chart.renderer.xy.XYSplineRenderer","198.0","266.0","0.74"
"org/jfree/chart/plot/MeterPlot.java","org.jfree.chart.plot.MeterPlot","501.0","665.0","0.75"
"org/jfree/data/general/KeyedValuesDataset.java","org.jfree.data.general.KeyedValuesDataset","39.0","3.0","13.0"
"org/jfree/data/xy/YInterval.java","org.jfree.data.xy.YInterval","71.0","44.0","1.61"
"org/jfree/data/general/SeriesChangeEvent.java","org.jfree.data.general.SeriesChangeEvent","49.0","10.0","4.9"
"org/jfree/data/xy/YisSymbolic.java","org.jfree.data.xy.YisSymbolic","67.0","6.0","11.17"
"org/jfree/chart/annotations/AbstractXYAnnotation.java","org.jfree.chart.annotations.AbstractXYAnnotation","109.0","81.0","1.35"
"org/jfree/chart/entity/EntityCollection.java","org.jfree.chart.entity.EntityCollection","82.0","13.0","6.31"
"org/jfree/chart/block/EmptyBlock.java","org.jfree.chart.block.EmptyBlock","78.0","35.0","2.23"
"org/jfree/chart/text/TextBlockAnchor.java","org.jfree.chart.text.TextBlockAnchor","71.0","95.0","0.75"
"org/jfree/chart/renderer/AbstractRenderer.java","org.jfree.chart.renderer.AbstractRenderer","1532.0","1273.0","1.2"
"org/jfree/data/Values.java","org.jfree.data.Values","54.0","5.0","10.8"
"org/jfree/data/xy/XYIntervalSeries.java","org.jfree.data.xy.XYIntervalSeries","128.0","48.0","2.67"
"org/jfree/data/time/Year.java","org.jfree.data.time.Year","219.0","145.0","1.51"
"org/jfree/chart/plot/ValueAxisPlot.java","org.jfree.chart.plot.ValueAxisPlot","53.0","6.0","8.83"
"org/jfree/chart/ChartUtils.java","org.jfree.chart.ChartUtils","375.0","237.0","1.58"
"org/jfree/data/general/DefaultKeyedValueDataset.java","org.jfree.data.general.DefaultKeyedValueDataset","98.0","80.0","1.23"
"org/jfree/data/time/ohlc/OHLCItem.java","org.jfree.data.time.ohlc.OHLCItem","78.0","51.0","1.53"
"org/jfree/data/general/Dataset.java","org.jfree.data.general.Dataset","79.0","7.0","11.29"
"org/jfree/chart/plot/RingPlot.java","org.jfree.chart.plot.RingPlot","301.0","346.0","0.87"
"org/jfree/chart/event/AnnotationChangeListener.java","org.jfree.chart.event.AnnotationChangeListener","44.0","6.0","7.33"
"org/jfree/chart/renderer/xy/XYStepAreaRenderer.java","org.jfree.chart.renderer.xy.XYStepAreaRenderer","272.0","301.0","0.9"
"org/jfree/chart/encoders/SunPNGEncoderAdapter.java","org.jfree.chart.encoders.SunPNGEncoderAdapter","87.0","36.0","2.42"
"org/jfree/data/DefaultKeyedValue.java","org.jfree.data.DefaultKeyedValue","93.0","59.0","1.58"
"org/jfree/chart/plot/DialShape.java","org.jfree.chart.plot.DialShape","74.0","52.0","1.42"
"org/jfree/data/statistics/BoxAndWhiskerXYDataset.java","org.jfree.data.statistics.BoxAndWhiskerXYDataset","148.0","16.0","9.25"
"org/jfree/data/xy/DefaultHighLowDataset.java","org.jfree.data.xy.DefaultHighLowDataset","256.0","169.0","1.51"
"org/jfree/chart/axis/CategoryTick.java","org.jfree.chart.axis.CategoryTick","77.0","60.0","1.28"
"org/jfree/chart/util/SerialUtils.java","org.jfree.chart.util.SerialUtils","183.0","402.0","0.46"
"org/jfree/chart/axis/LogarithmicAxis.java","org.jfree.chart.axis.LogarithmicAxis","456.0","570.0","0.8"
"org/jfree/chart/plot/PolarAxisLocation.java","org.jfree.chart.plot.PolarAxisLocation","72.0","81.0","0.89"
"org/jfree/data/function/PolynomialFunction2D.java","org.jfree.data.function.PolynomialFunction2D","77.0","39.0","1.97"
"org/jfree/chart/StrokeMap.java","org.jfree.chart.StrokeMap","109.0","90.0","1.21"
"org/jfree/data/xy/NormalizedMatrixSeries.java","org.jfree.data.xy.NormalizedMatrixSeries","101.0","37.0","2.73"
"org/jfree/chart/urls/StandardXYURLGenerator.java","org.jfree.chart.urls.StandardXYURLGenerator","82.0","75.0","1.09"
"org/jfree/chart/editor/DefaultChartEditorFactory.java","org.jfree.chart.editor.DefaultChartEditorFactory","52.0","10.0","5.2"
"org/jfree/chart/renderer/category/WaterfallBarRenderer.java","org.jfree.chart.renderer.category.WaterfallBarRenderer","169.0","266.0","0.64"
"org/jfree/chart/event/MarkerChangeListener.java","org.jfree.chart.event.MarkerChangeListener","44.0","6.0","7.33"
"org/jfree/chart/labels/AbstractCategoryItemLabelGenerator.java","org.jfree.chart.labels.AbstractCategoryItemLabelGenerator","151.0","137.0","1.1"
"org/jfree/data/xml/KeyHandler.java","org.jfree.data.xml.KeyHandler","88.0","57.0","1.54"
"org/jfree/data/resources/DataPackageResources_ru.java","org.jfree.data.resources.DataPackageResources_ru","47.0","13.0","3.62"
"org/jfree/chart/urls/CustomXYURLGenerator.java","org.jfree.chart.urls.CustomXYURLGenerator","93.0","91.0","1.02"
"org/jfree/data/time/Millisecond.java","org.jfree.data.time.Millisecond","214.0","202.0","1.06"
"org/jfree/chart/imagemap/OverLIBToolTipTagFragmentGenerator.java","org.jfree.chart.imagemap.OverLIBToolTipTagFragmentGenerator","50.0","13.0","3.85"
"org/jfree/chart/labels/IntervalXYItemLabelGenerator.java","org.jfree.chart.labels.IntervalXYItemLabelGenerator","119.0","125.0","0.95"
"org/jfree/chart/plot/CategoryMarker.java","org.jfree.chart.plot.CategoryMarker","100.0","62.0","1.61"
"org/jfree/chart/axis/Tick.java","org.jfree.chart.axis.Tick","92.0","70.0","1.31"
"org/jfree/chart/util/PaintUtils.java","org.jfree.chart.util.PaintUtils","74.0","103.0","0.72"
"org/jfree/data/xy/AbstractXYDataset.java","org.jfree.data.xy.AbstractXYDataset","60.0","28.0","2.14"
"org/jfree/chart/plot/CenterTextMode.java","org.jfree.chart.plot.CenterTextMode","41.0","9.0","4.56"
"org/jfree/chart/editor/ChartEditorFactory.java","org.jfree.chart.editor.ChartEditorFactory","49.0","5.0","9.8"
"org/jfree/chart/editor/ChartEditorManager.java","org.jfree.chart.editor.ChartEditorManager","68.0","19.0","3.58"
"org/jfree/chart/event/AnnotationChangeEvent.java","org.jfree.chart.event.AnnotationChangeEvent","52.0","15.0","3.47"
"org/jfree/data/xy/YIntervalSeriesCollection.java","org.jfree.data.xy.YIntervalSeriesCollection","197.0","126.0","1.56"
"org/jfree/chart/plot/ValueMarker.java","org.jfree.chart.plot.ValueMarker","92.0","44.0","2.09"
"org/jfree/data/flow/NodeKey.java","org.jfree.data.flow.NodeKey","84.0","58.0","1.45"
"org/jfree/data/time/Week.java","org.jfree.data.time.Week","289.0","300.0","0.96"
"org/jfree/chart/block/AbstractBlock.java","org.jfree.chart.block.AbstractBlock","326.0","248.0","1.31"
"org/jfree/chart/util/Args.java","org.jfree.chart.util.Args","70.0","28.0","2.5"
"org/jfree/chart/renderer/xy/XYStepRenderer.java","org.jfree.chart.renderer.xy.XYStepRenderer","146.0","168.0","0.87"
"org/jfree/data/json/package-info.java","org.jfree.data.json.package-info","3.0","1.0","3.0"
"org/jfree/chart/ui/ApplicationFrame.java","org.jfree.chart.ui.ApplicationFrame","79.0","35.0","2.26"
"org/jfree/chart/needle/PlumNeedle.java","org.jfree.chart.needle.PlumNeedle","69.0","52.0","1.33"
"org/jfree/chart/panel/CrosshairOverlay.java","org.jfree.chart.panel.CrosshairOverlay","173.0","402.0","0.43"
"org/jfree/chart/urls/StandardXYZURLGenerator.java","org.jfree.chart.urls.StandardXYZURLGenerator","47.0","9.0","5.22"
"org/jfree/chart/plot/dial/DialFrame.java","org.jfree.chart.plot.dial.DialFrame","52.0","7.0","7.43"
"org/jfree/data/general/PieDataset.java","org.jfree.data.general.PieDataset","44.0","5.0","8.8"
"org/jfree/data/ItemKey.java","org.jfree.data.ItemKey","43.0","4.0","10.75"
"org/jfree/chart/editor/DefaultPlotEditor.java","org.jfree.chart.editor.DefaultPlotEditor","198.0","378.0","0.52"
"org/jfree/chart/util/ObjectList.java","org.jfree.chart.util.ObjectList","72.0","20.0","3.6"
"org/jfree/chart/plot/CombinedDomainXYPlot.java","org.jfree.chart.plot.CombinedDomainXYPlot","294.0","395.0","0.74"
"org/jfree/chart/util/ExportUtils.java","org.jfree.chart.util.ExportUtils","103.0","126.0","0.82"
"org/jfree/chart/servlet/DisplayChart.java","org.jfree.chart.servlet.DisplayChart","84.0","58.0","1.45"
"org/jfree/chart/title/LegendTitle.java","org.jfree.chart.title.LegendTitle","264.0","356.0","0.74"
"org/jfree/chart/event/AxisChangeListener.java","org.jfree.chart.event.AxisChangeListener","50.0","5.0","10.0"
"org/jfree/chart/block/LineBorder.java","org.jfree.chart.block.LineBorder","96.0","122.0","0.79"
"org/jfree/data/time/Second.java","org.jfree.data.time.Second","220.0","203.0","1.08"
"org/jfree/chart/encoders/SunJPEGEncoderAdapter.java","org.jfree.chart.encoders.SunJPEGEncoderAdapter","108.0","60.0","1.8"
"org/jfree/chart/plot/PolarPlot.java","org.jfree.chart.plot.PolarPlot","851.0","1047.0","0.81"
"org/jfree/chart/entity/CategoryItemEntity.java","org.jfree.chart.entity.CategoryItemEntity","114.0","67.0","1.7"
"org/jfree/chart/editor/DefaultAxisEditor.java","org.jfree.chart.editor.DefaultAxisEditor","228.0","239.0","0.95"
"org/jfree/chart/annotations/CategoryLineAnnotation.java","org.jfree.chart.annotations.CategoryLineAnnotation","190.0","202.0","0.94"
"org/jfree/data/statistics/StatisticalCategoryDataset.java","org.jfree.data.statistics.StatisticalCategoryDataset","71.0","8.0","8.88"
"org/jfree/chart/renderer/xy/CyclicXYItemRenderer.java","org.jfree.chart.renderer.xy.CyclicXYItemRenderer","200.0","261.0","0.77"
"org/jfree/chart/urls/StandardCategoryURLGenerator.java","org.jfree.chart.urls.StandardCategoryURLGenerator","94.0","92.0","1.02"
"org/jfree/chart/renderer/category/GanttRenderer.java","org.jfree.chart.renderer.category.GanttRenderer","205.0","354.0","0.58"
"org/jfree/data/category/SlidingCategoryDataset.java","org.jfree.data.category.SlidingCategoryDataset","189.0","143.0","1.32"
"org/jfree/data/general/SeriesException.java","org.jfree.data.general.SeriesException","50.0","9.0","5.56"
"org/jfree/chart/imagemap/URLTagFragmentGenerator.java","org.jfree.chart.imagemap.URLTagFragmentGenerator","54.0","8.0","6.75"
"org/jfree/chart/plot/PiePlot.java","org.jfree.chart.plot.PiePlot","1384.0","1657.0","0.84"
"org/jfree/chart/labels/IntervalXYToolTipGenerator.java","org.jfree.chart.labels.IntervalXYToolTipGenerator","119.0","122.0","0.98"
"org/jfree/chart/LegendItem.java","org.jfree.chart.LegendItem","549.0","462.0","1.19"
"org/jfree/chart/entity/LegendItemEntity.java","org.jfree.chart.entity.LegendItemEntity","99.0","58.0","1.71"
"org/jfree/chart/ui/UIUtils.java","org.jfree.chart.ui.UIUtils","96.0","85.0","1.13"
"org/jfree/chart/needle/ArrowNeedle.java","org.jfree.chart.needle.ArrowNeedle","78.0","79.0","0.99"
"org/jfree/chart/block/EntityBlockParams.java","org.jfree.chart.block.EntityBlockParams","46.0","4.0","11.5"
"org/jfree/chart/ui/TextAnchor.java","org.jfree.chart.ui.TextAnchor","126.0","160.0","0.79"
"org/jfree/data/xy/AbstractXYZDataset.java","org.jfree.data.xy.AbstractXYZDataset","47.0","13.0","3.62"
"org/jfree/data/statistics/BoxAndWhiskerCategoryDataset.java","org.jfree.data.statistics.BoxAndWhiskerCategoryDataset","194.0","23.0","8.43"
"org/jfree/data/json/impl/package-info.java","org.jfree.data.json.impl.package-info","3.0","1.0","3.0"
"org/jfree/chart/plot/dial/AbstractDialLayer.java","org.jfree.chart.plot.dial.AbstractDialLayer","119.0","76.0","1.57"
"org/jfree/chart/renderer/category/GroupedStackedBarRenderer.java","org.jfree.chart.renderer.category.GroupedStackedBarRenderer","114.0","220.0","0.52"
"org/jfree/chart/editor/DefaultValueAxisEditor.java","org.jfree.chart.editor.DefaultValueAxisEditor","141.0","241.0","0.59"
"org/jfree/chart/ui/RectangleAnchor.java","org.jfree.chart.ui.RectangleAnchor","68.0","86.0","0.79"
"org/jfree/chart/renderer/xy/DeviationRenderer.java","org.jfree.chart.renderer.xy.DeviationRenderer","174.0","169.0","1.03"
"org/jfree/chart/needle/MeterNeedle.java","org.jfree.chart.needle.MeterNeedle","197.0","187.0","1.05"
"org/jfree/data/time/TimePeriodValuesCollection.java","org.jfree.data.time.TimePeriodValuesCollection","204.0","203.0","1.0"
"org/jfree/chart/entity/PlotEntity.java","org.jfree.chart.entity.PlotEntity","111.0","81.0","1.37"
"org/jfree/chart/axis/Timeline.java","org.jfree.chart.axis.Timeline","116.0","11.0","10.55"
"org/jfree/chart/ChartHints.java","org.jfree.chart.ChartHints","68.0","25.0","2.72"
"org/jfree/data/category/CategoryToPieDataset.java","org.jfree.data.category.CategoryToPieDataset","141.0","159.0","0.89"
"org/jfree/data/xy/DefaultWindDataset.java","org.jfree.data.xy.DefaultWindDataset","219.0","191.0","1.15"
"org/jfree/data/flow/FlowDatasetUtils.java","org.jfree.data.flow.FlowDatasetUtils","105.0","93.0","1.13"
"org/jfree/chart/plot/dial/DialLayer.java","org.jfree.chart.plot.dial.DialLayer","88.0","14.0","6.29"
"org/jfree/chart/labels/CategorySeriesLabelGenerator.java","org.jfree.chart.labels.CategorySeriesLabelGenerator","51.0","5.0","10.2"
"org/jfree/chart/annotations/XYPolygonAnnotation.java","org.jfree.chart.annotations.XYPolygonAnnotation","150.0","176.0","0.85"
"org/jfree/chart/renderer/xy/CandlestickRenderer.java","org.jfree.chart.renderer.xy.CandlestickRenderer","390.0","440.0","0.89"
"org/jfree/data/KeyedObjects.java","org.jfree.data.KeyedObjects","162.0","158.0","1.03"
"org/jfree/chart/plot/CategoryPlot.java","org.jfree.chart.plot.CategoryPlot","2075.0","2368.0","0.88"
"org/jfree/chart/labels/CrosshairLabelGenerator.java","org.jfree.chart.labels.CrosshairLabelGenerator","45.0","5.0","9.0"
"org/jfree/data/KeyedValuesItemKey.java","org.jfree.data.KeyedValuesItemKey","56.0","42.0","1.33"
"org/jfree/chart/block/BlockParams.java","org.jfree.chart.block.BlockParams","91.0","30.0","3.03"
"org/jfree/chart/labels/PieSectionLabelGenerator.java","org.jfree.chart.labels.PieSectionLabelGenerator","74.0","11.0","6.73"
"org/jfree/chart/labels/HighLowItemLabelGenerator.java","org.jfree.chart.labels.HighLowItemLabelGenerator","93.0","109.0","0.85"
"org/jfree/data/DefaultKeyedValues.java","org.jfree.data.DefaultKeyedValues","205.0","206.0","1.0"
"org/jfree/data/xy/DefaultOHLCDataset.java","org.jfree.data.xy.DefaultOHLCDataset","201.0","130.0","1.55"
"org/jfree/chart/needle/PointerNeedle.java","org.jfree.chart.needle.PointerNeedle","70.0","71.0","0.99"
"org/jfree/data/ComparableObjectItem.java","org.jfree.data.ComparableObjectItem","102.0","67.0","1.52"
"org/jfree/chart/annotations/XYAnnotationBoundsInfo.java","org.jfree.chart.annotations.XYAnnotationBoundsInfo","57.0","7.0","8.14"
"org/jfree/chart/util/ObjectUtils.java","org.jfree.chart.util.ObjectUtils","74.0","76.0","0.97"
"org/jfree/chart/needle/LongNeedle.java","org.jfree.chart.needle.LongNeedle","74.0","88.0","0.84"
"org/jfree/chart/axis/ValueAxis.java","org.jfree.chart.axis.ValueAxis","756.0","795.0","0.95"
"org/jfree/chart/axis/PeriodAxisLabelInfo.java","org.jfree.chart.axis.PeriodAxisLabelInfo","162.0","172.0","0.94"
"org/jfree/chart/plot/FastScatterPlot.java","org.jfree.chart.plot.FastScatterPlot","462.0","523.0","0.88"
"org/jfree/chart/event/ChartProgressEvent.java","org.jfree.chart.event.ChartProgressEvent","82.0","39.0","2.1"
"org/jfree/chart/labels/MultipleXYSeriesLabelGenerator.java","org.jfree.chart.labels.MultipleXYSeriesLabelGenerator","100.0","118.0","0.85"
"org/jfree/chart/renderer/category/BoxAndWhiskerRenderer.java","org.jfree.chart.renderer.category.BoxAndWhiskerRenderer","419.0","601.0","0.7"
"org/jfree/data/resources/DataPackageResources.java","org.jfree.data.resources.DataPackageResources","50.0","13.0","3.85"
"org/jfree/data/general/DatasetChangeEvent.java","org.jfree.data.general.DatasetChangeEvent","69.0","11.0","6.27"
"org/jfree/data/statistics/DefaultBoxAndWhiskerXYDataset.java","org.jfree.data.statistics.DefaultBoxAndWhiskerXYDataset","284.0","236.0","1.2"
"org/jfree/data/xy/DefaultXYZDataset.java","org.jfree.data.xy.DefaultXYZDataset","244.0","166.0","1.47"
"org/jfree/data/DomainInfo.java","org.jfree.data.DomainInfo","68.0","6.0","11.33"
"org/jfree/data/statistics/HistogramBin.java","org.jfree.data.statistics.HistogramBin","93.0","57.0","1.63"
"org/jfree/chart/imagemap/ToolTipTagFragmentGenerator.java","org.jfree.chart.imagemap.ToolTipTagFragmentGenerator","57.0","4.0","14.25"
"org/jfree/chart/text/TextFragment.java","org.jfree.chart.text.TextFragment","142.0","138.0","1.03"
"org/jfree/chart/annotations/XYTextAnnotation.java","org.jfree.chart.annotations.XYTextAnnotation","293.0","296.0","0.99"
"org/jfree/data/xy/XIntervalSeriesCollection.java","org.jfree.data.xy.XIntervalSeriesCollection","197.0","130.0","1.52"
"org/jfree/chart/entity/CategoryLabelEntity.java","org.jfree.chart.entity.CategoryLabelEntity","70.0","46.0","1.52"
"org/jfree/chart/labels/StandardPieToolTipGenerator.java","org.jfree.chart.labels.StandardPieToolTipGenerator","92.0","39.0","2.36"
"org/jfree/chart/ui/StrokeSample.java","org.jfree.chart.ui.StrokeSample","74.0","74.0","1.0"
"org/jfree/chart/labels/AbstractPieItemLabelGenerator.java","org.jfree.chart.labels.AbstractPieItemLabelGenerator","110.0","107.0","1.03"
"org/jfree/data/xy/XYCoordinate.java","org.jfree.data.xy.XYCoordinate","84.0","73.0","1.15"
"org/jfree/chart/util/PaintAlpha.java","org.jfree.chart.util.PaintAlpha","223.0","146.0","1.53"
"org/jfree/chart/entity/TickLabelEntity.java","org.jfree.chart.entity.TickLabelEntity","47.0","11.0","4.27"
"org/jfree/chart/plot/dial/StandardDialRange.java","org.jfree.chart.plot.dial.StandardDialRange","210.0","185.0","1.14"
"org/jfree/chart/axis/CategoryLabelPositions.java","org.jfree.chart.axis.CategoryLabelPositions","169.0","223.0","0.76"
"org/jfree/data/xml/CategoryDatasetHandler.java","org.jfree.data.xml.CategoryDatasetHandler","73.0","49.0","1.49"
"org/jfree/data/category/CategoryRangeInfo.java","org.jfree.data.category.CategoryRangeInfo","49.0","7.0","7.0"
"org/jfree/chart/axis/DateTickUnitType.java","org.jfree.chart.axis.DateTickUnitType","78.0","82.0","0.95"
"org/jfree/data/xy/OHLCDataItem.java","org.jfree.data.xy.OHLCDataItem","111.0","84.0","1.32"
"org/jfree/chart/text/TextMeasurer.java","org.jfree.chart.text.TextMeasurer","40.0","4.0","10.0"
"org/jfree/chart/entity/XYItemEntity.java","org.jfree.chart.entity.XYItemEntity","97.0","61.0","1.59"
"org/jfree/chart/event/TitleChangeListener.java","org.jfree.chart.event.TitleChangeListener","45.0","5.0","9.0"
"org/jfree/chart/renderer/xy/YIntervalRenderer.java","org.jfree.chart.renderer.xy.YIntervalRenderer","129.0","144.0","0.9"
"org/jfree/chart/LegendItemCollection.java","org.jfree.chart.LegendItemCollection","86.0","49.0","1.76"
"org/jfree/chart/PaintMap.java","org.jfree.chart.PaintMap","112.0","90.0","1.24"
"org/jfree/chart/plot/dial/DialValueIndicator.java","org.jfree.chart.plot.dial.DialValueIndicator","363.0","343.0","1.06"
